                  螺纹主连 (RBL8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      时间,    开盘,    最高,    最低,    收盘,         成交量,EXPMA1.EXP0  ,EXPMA1.EXP1  ,EXPMA1.EXP2  ,EXPMA1.EXP3  ,EXPMA1.EXP4  ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      ,EXPMA1.      , VOL1.VOLUME, VOL1.MAVOL1, VOL1.MAVOL2, VOL1.MAVOL3, VOL1.LB    , VOL1.FZFL  , VOL1.分布  , VOL1.      , VOL1.      , VOL1.      , VOL1.      , VOL1.      ,LH_RQ.REDIAN,LH_RQ.GWANG ,LH_RQ.FL    ,LH_RQ.SL    ,LH_RQ.NORMAL,LH_DKCD.多头长度_S,LH_DKCD.多头长度,LH_DKCD.多头长度_L,LH_DKCD.空头长度_S,LH_DKCD.空头长度,LH_DKCD.空头长度_L,LH_KL.多头  ,LH_KL.空头  ,LH_KL.靠拢  ,TTEST.多头  ,TTEST.空头  ,LH_KT.空进攻,LH_KT.空调整,LH_KT.空中继34,LH_KT.空中继23,LH_KT.空中继12,LH_KT.抽MA4 ,LH_KT.抽MA3 ,LH_KT.抽MA2 ,LH_KT.抽MA1 ,LH_KT.超买  ,LH_KT.超买L ,LH_KT.反弹初,LH_KT.反弹中,LH_BSP.LABEL_BSP,LH_BSP.弱势  ,LH_DF_SLP.DF01  ,LH_DF_SLP.DF12  ,LH_DF_SLP.DF23  ,LH_DF_SLP.DF34  ,LH_DF_SLP.SLP0  ,LH_DF_SLP.SLP1  ,LH_DF_SLP.SLP2  ,LH_DF_SLP.SLP3  ,LH_DF_SLP.SLP4  ,LH_DF_SLP.MS0   ,LH_DF_SLP.MS1   ,LH_DF_SLP.MS2   ,LH_DF_SLP.MS3   ,LH_DF_SLP.MS0_HT,LH_ZDF.LS    ,LH_ZDF.US    ,LH_ZDF.MAB   ,LH_ZDF.ZFS   ,LH_ZDF.MA_US ,LH_ZDF.MA_LS ,LH_ZDF.LABEL_BSP,LH_ZDF.BIAS0 ,LH_ZDF.BIAS1 ,LH_ZDF.BIAS2 ,LH_ZDF.BIAS3 ,LH_ZDF.BIAS4 
 2022/11/08-22:05,3540,3545,3537,3542,11811,3538.43,3537.03,3537.43,3539.15,3539.42,0,0,0,0,0,0,0,0,0,11811,14344.2,20663.03,27817.71,0.42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42,16,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.43,-0.11,-0.49,-0.08,1000.25,1000.15,1000.07,1000.03,1000.01,1000.11,1000.08,1000.03,1000,1000.21,3,3,2.9,0.69,2.35,2.5,0,0.97,1.4,1.29,0.8,0.73
 2022/11/08-22:10,3542,3545,3541,3545,12144,3539.74,3537.79,3537.8,3539.35,3539.51,0,0,0,0,0,0,0,0,0,12144,13086.9,20631,27695.97,0.44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43,17,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.62,0,-0.44,-0.05,1000.37,1000.21,1000.1,1000.05,1000.03,1000.2,1000.12,1000.05,1000.02,1000.31,1,0,3,1,2.25,2.4,0,1.41,2.04,2.03,1.6,1.55
 2022/11/08-22:15,3545,3546,3540,3541,11002,3539.99,3538.1,3537.96,3539.4,3539.54,0,0,0,0,0,0,0,0,0,11002,12535.5,20627.65,27636.88,0.4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,18,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6,0.04,-0.41,-0.04,1000.07,1000.09,1000.04,1000.02,1000.01,1000.22,1000.14,1000.06,1000.03,1000.22,1,1,2.75,1.45,2.2,2.35,0,0.22,0.82,0.86,0.45,0.41
 2022/11/08-22:20,3542,3546,3541,3544,9044,3540.79,3538.66,3538.25,3539.55,3539.61,0,0,0,0,0,0,0,0,0,9044,11782.2,20595.18,27576.87,0.33,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,19,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.68,0.11,-0.37,-0.02,1000.23,1000.16,1000.08,1000.04,1000.02,1000.23,1000.15,1000.07,1000.03,1000.15,1,2,2.8,0.71,2.05,2.35,0,0.83,1.51,1.62,1.26,1.24
 2022/11/08-22:25,3545,3547,3541,3542,8648,3541.04,3538.98,3538.44,3539.63,3539.65,0,0,0,0,0,0,0,0,0,8648,11344.1,20498.7,27461.92,0.31,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,20,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.65,0.15,-0.34,-0.01,1000.07,1000.09,1000.05,1000.02,1000.01,1000.18,1000.14,1000.07,1000.03,1000.15,1,2,2.8,1.07,1.95,2.4,0,0.21,0.85,1.01,0.67,0.66
 2022/11/08-22:30,3542,3543,3535,3538,20341,3540.43,3538.88,3538.42,3539.58,3539.62,0,0,0,0,0,0,0,0,0,20341,11966.7,20641.35,27419.96,0.74,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,21,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.47,0.13,-0.33,-0.01,999.83,999.97,999.99,999.98,999.99,1000.05,1000.08,1000.04,1000.02,999.95,3,1,2.6,1.54,1.9,2.5,0,-0.72,-0.25,-0.12,-0.45,-0.46
 2022/11/08-22:35,3539,3541,3536,3539,10366,3540.14,3538.89,3538.44,3539.56,3539.61,0,0,0,0,0,0,0,0,0,10366,11415.4,20689.25,27297.91,0.38,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,22,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.37,0.13,-0.32,-0.02,999.92,1000,1000.01,999.99,1000,1000.01,1000.06,1000.03,1000.01,999.87,3,2,2.45,0,1.9,2.55,0,-0.34,0.03,0.16,-0.16,-0.17
 2022/11/08-22:40,3539,3539,3532,3533,15041,3538.71,3538.33,3538.18,3539.34,3539.5,1,0,0,1,0,0,0,0,0,15041,11583.4,20755.85,27286.11,0.55,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,23,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.08,0.04,-0.33,-0.05,999.6,999.84,999.92,999.94,999.97,999.85,999.98,999.99,999.99,999.76,1,0,2.65,2.26,1.9,2.35,0,-1.58,-1.51,-1.46,-1.79,-1.84
 2022/11/08-22:45,3533,3537,3533,3535,8253,3537.97,3538.02,3538.02,3539.2,3539.43,0,0,0,0,0,0,0,0,0,8253,11513.6,20648.57,27237.01,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,24,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.06,0,-0.33,-0.06,999.79,999.91,999.96,999.96,999.98,999.78,999.93,999.97,999.97,999.69,0,2,2.7,0.74,2,1.8,0,-0.79,-0.85,-0.85,-1.19,-1.25
 2022/11/08-22:50,3534,3536,3527,3530,21058,3536.38,3537.25,3537.63,3538.9,3539.27,0,0,0,0,0,0,0,0,0,21058,12770.8,20849.7,27114.45,0.78,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,25,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.34,-0.11,-0.36,-0.11,999.55,999.78,999.89,999.91,999.96,999.71,999.88,999.94,999.95,999.67,3,2,2.8,1.43,2.1,1.65,0,-1.72,-2.05,-2.16,-2.51,-2.62
 2022/11/08-22:55,3530,3532,3526,3528,15698,3534.7,3536.37,3537.16,3538.54,3539.09,0,0,0,0,0,0,0,0,0,15698,13159.5,20639.45,26930.86,0.58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,26,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.59,-0.22,-0.39,-0.15,999.53,999.75,999.87,999.9,999.95,999.62,999.82,999.91,999.93,999.54,2,2,2.55,0.78,1.95,1.7,0,-1.78,-2.37,-2.59,-2.98,-3.13
 2022/11/08-23:00,3528,3529,3521,3524,29981,3532.56,3535.19,3536.52,3538.07,3538.84,0,0,0,0,0,0,0,0,0,29981,14943.2,20984.85,26789.57,1.12,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,4,4,27,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.91,-0.38,-0.44,-0.22,999.39,999.67,999.82,999.87,999.93,999.57,999.78,999.88,999.91,999.46,3,1,2.55,1.57,1.8,1.75,0,-2.26,-3.17,-3.54,-3.98,-4.19
 2022/11/08-09:05,3526,3530,3522,3530,35644,3532.05,3534.7,3536.2,3537.8,3538.69,1,0,0,1,0,0,0,0,0,35644,17407.4,21428.2,26854.5,1.33,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,5,5,28,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.89,-0.42,-0.45,-0.25,999.85,999.86,999.91,999.93,999.96,999.58,999.77,999.87,999.9,999.62,4,0,2.65,1.51,1.8,1.8,0,-0.44,-1.33,-1.75,-2.21,-2.46
 2022/11/08-09:10,3529,3533,3525,3526,18615,3530.84,3533.87,3535.7,3537.41,3538.48,0,0,0,0,0,0,0,0,0,18615,18364.5,21581.38,26860.81,0.69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,6,29,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.52,-0.48,-0.3,999.66,999.77,999.86,999.89,999.94,999.61,999.76,999.86,999.9,999.76,1,4,2.7,1.11,1.85,1.75,0,-1.22,-2.23,-2.74,-3.23,-3.53
 2022/11/08-09:15,3525,3528,3521,3522,27171,3529.07,3532.74,3535.04,3536.91,3538.21,0,0,0,0,0,0,0,0,0,27171,20216.8,21198.68,26872,1.01,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,7,30,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.21,-0.65,-0.53,-0.37,999.5,999.68,999.81,999.86,999.92,999.6,999.74,999.85,999.88,999.58,1,3,2.7,1.11,1.85,1.8,0,-1.83,-3.04,-3.69,-4.22,-4.58
 2022/11/08-09:20,3522,3530,3522,3529,11532,3529.06,3532.38,3534.74,3536.65,3538.06,1,0,0,1,0,0,0,0,0,11532,19335.9,20713.7,26813.72,0.43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,8,31,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.07,-0.67,-0.54,-0.4,1000,999.9,999.92,999.93,999.96,999.75,999.8,999.87,999.9,999.75,0,1,3.05,2.3,1.65,1.75,0,0.12,-0.96,-1.62,-2.16,-2.56
 2022/11/08-09:25,3529,3531,3524,3525,10880,3528.25,3531.68,3534.27,3536.27,3537.84,0,0,0,0,0,0,0,0,0,10880,19387.3,20358.93,26686.29,0.41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,32,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1,-0.73,-0.57,-0.45,999.77,999.8,999.87,999.89,999.94,999.73,999.79,999.86,999.89,999.88,1,2,3.2,1.25,1.75,1.6,0,-0.79,-1.89,-2.62,-3.19,-3.63
 2022/11/08-09:30,3526,3531,3525,3528,8844,3528.2,3531.33,3533.96,3536,3537.68,0,0,0,0,0,0,0,0,0,8844,18767.6,20014.2,26278.97,0.34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,10,33,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.99,-0.74,-0.58,-0.48,999.99,999.9,999.91,999.92,999.95,999.81,999.82,999.88,999.9,999.88,1,3,3.15,0.63,1.8,1.55,0,0.05,-0.94,-1.69,-2.26,-2.74
 2022/11/08-09:35,3528,3529,3520,3524,23248,3527.36,3530.63,3533.47,3535.6,3537.45,0,0,0,0,0,0,0,0,0,23248,20267.1,19984.15,26258.64,0.89,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,11,11,34,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.03,-0.8,-0.6,-0.52,999.76,999.8,999.86,999.89,999.94,999.88,999.85,999.89,999.91,999.87,4,1,3.3,1.21,1.7,1.75,0,-0.85,-1.88,-2.68,-3.28,-3.8
 2022/11/08-09:40,3524,3526,3520,3522,10866,3526.29,3529.81,3532.92,3535.16,3537.2,0,0,0,0,0,0,0,0,0,10866,19247.9,19553.63,26172.94,0.42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,12,35,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.11,-0.88,-0.63,-0.58,999.7,999.77,999.84,999.87,999.93,999.8,999.82,999.87,999.89,999.73,2,2,3.25,0.62,1.7,1.8,0,-1.1,-2.21,-3.09,-3.72,-4.3
 2022/11/08-09:45,3522,3522,3512,3514,39271,3523.83,3528.3,3531.99,3534.46,3536.81,1,0,0,1,0,0,0,0,0,39271,21605.2,20196.75,26249,1.5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,13,13,36,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.43,-1.04,-0.7,-0.66,999.3,999.57,999.74,999.8,999.89,999.69,999.76,999.84,999.87,999.5,2,0,3.55,2.25,1.55,1.75,0,-2.62,-4.05,-5.09,-5.79,-6.45
 2022/11/08-09:50,3514,3518,3512,3513,20628,3521.66,3526.85,3531.07,3533.76,3536.42,0,0,0,0,0,0,0,0,0,20628,20669.9,20376.28,25334.54,0.81,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,14,37,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.67,-1.19,-0.76,-0.75,999.39,999.59,999.74,999.8,999.89,999.54,999.68,999.8,999.84,999.34,1,4,3.45,0.29,1.75,1.75,0,-2.26,-3.93,-5.12,-5.87,-6.62
 2022/11/08-09:55,3513,3523,3512,3519,19792,3521.13,3526.1,3530.48,3533.28,3536.13,0,0,0,0,0,0,0,0,0,19792,19084.7,20090.9,25220.91,0.78,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,15,38,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.58,-1.24,-0.79,-0.81,999.85,999.79,999.83,999.86,999.92,999.56,999.68,999.79,999.84,999.62,1,4,3.55,1.69,1.9,1.75,0,-0.43,-2.01,-3.25,-4.04,-4.85
 2022/11/08-10:00,3518,3526,3517,3526,16545,3522.1,3526.09,3530.26,3533.04,3535.97,0,0,0,0,0,0,0,0,0,16545,18877.7,19583.47,25090.57,0.66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,16,39,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.23,-1.18,-0.79,-0.83,1000.28,1000,999.94,999.93,999.95,999.7,999.74,999.81,999.85,1000.06,1,0,3.85,2.08,1.8,1.75,0,1.21,-0.03,-1.21,-1.99,-2.82
 2022/11/08-10:05,3526,3526,3519,3523,16642,3522.28,3525.8,3529.9,3532.71,3535.75,0,0,0,0,0,0,0,0,0,16642,17824.8,19279.35,25035.82,0.66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,17,40,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.07,-1.16,-0.79,-0.86,1000.05,999.92,999.9,999.91,999.94,999.89,999.82,999.85,999.88,1000.16,4,0,3.85,0.78,1.7,1.9,0,0.28,-0.79,-1.96,-2.75,-3.61
 2022/11/08-10:10,3524,3525,3517,3517,12643,3521.23,3524.96,3529.28,3532.19,3535.44,0,0,0,0,0,0,0,0,0,12643,17935.9,18757.15,25003.56,0.51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,18,41,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.15,-1.22,-0.83,-0.92,999.7,999.76,999.82,999.85,999.91,999.97,999.87,999.87,999.89,999.88,0,1,4,1.75,1.7,1.75,0,-1.11,-2.26,-3.48,-4.3,-5.22
 2022/11/08-10:15,3517,3526,3517,3523,14433,3521.58,3524.77,3528.97,3531.89,3535.24,0,0,0,0,0,0,0,0,0,14433,18291.2,18651.22,24955.47,0.58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,19,42,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.96,-1.19,-0.83,-0.95,1000.1,999.95,999.91,999.91,999.94,1000.03,999.91,999.89,999.9,999.9,0,3,4.3,1.4,1.75,1.6,0,0.46,-0.5,-1.69,-2.52,-3.46
 2022/11/08-10:35,3524,3535,3519,3533,31878,3523.87,3525.56,3529.17,3531.93,3535.2,1,0,0,1,0,0,0,0,0,31878,20594.6,18526.8,24934.95,1.28,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,20,20,43,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.45,-1.02,-0.78,-0.93,1000.65,1000.22,1000.06,1000.01,999.99,1000.13,999.96,999.92,999.92,1000.37,5,2,4.45,2.02,1.85,1.8,0,2.57,2.11,1.09,0.3,-0.62
 2022/11/08-10:40,3533,3536,3532,3533,17207,3525.69,3526.26,3529.35,3531.96,3535.16,0,0,0,0,0,0,0,1,0,17207,19990.5,17569.53,24787.55,0.69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,21,44,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.08,-0.87,-0.74,-0.91,1000.52,1000.2,1000.05,1000.01,999.99,1000.24,1000.03,999.96,999.95,1000.58,1,3,4.35,0,1.9,1.85,0,2,1.91,1.03,0.29,-0.61
 2022/11/08-10:45,3533,3534,3529,3530,12221,3526.55,3526.62,3529.38,3531.9,3535.08,0,0,0,0,0,0,0,0,0,12221,20126,17365.3,24640.97,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,45,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.07,-0.78,-0.71,-0.9,1000.24,1000.1,1000.01,999.98,999.98,1000.38,1000.12,1000.01,999.98,1000.38,1,1,4.3,0.7,1.85,1.75,0,0.89,0.96,0.17,-0.54,-1.44
 2022/11/08-10:50,3530,3530,3521,3522,14944,3525.64,3526.18,3529.02,3531.57,3534.86,0,0,0,0,0,0,0,0,0,14944,17693.3,16700.55,24613.64,0.61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,23,46,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.11,-0.81,-0.72,-0.93,999.74,999.88,999.9,999.91,999.94,1000.29,1000.1,1000,999.98,999.99,1,0,4.6,1.74,1.75,1.7,0,-1.07,-1.19,-1.99,-2.71,-3.64
 2022/11/08-10:55,3522,3525,3521,3524,9664,3525.31,3525.97,3528.78,3531.33,3534.68,0,0,0,0,0,0,0,0,0,9664,16596.9,16324.22,24206.36,0.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,24,47,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.17,-0.79,-0.72,-0.95,999.91,999.94,999.93,999.93,999.95,1000.1,1000.03,999.97,999.96,999.82,1,1,4.5,0.44,1.75,1.6,0,-0.39,-0.56,-1.35,-2.07,-3.02
 2022/11/08-11:00,3524,3525,3522,3524,5640,3525.05,3525.78,3528.55,3531.09,3534.5,0,0,0,0,0,0,0,1,0,5640,15181.7,16052.33,23970.21,0.24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,25,48,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.2,-0.78,-0.72,-0.97,999.93,999.95,999.93,999.93,999.95,999.95,999.97,999.94,999.94,999.92,2,1,4.3,0,1.8,1.5,0,-0.31,-0.51,-1.29,-2.01,-2.97
 2022/11/08-11:05,3524,3532,3524,3532,12779,3526.44,3526.38,3528.71,3531.12,3534.46,0,0,0,0,0,0,0,0,0,12779,14805.1,15957.38,23921.44,0.53,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,26,49,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.07,-0.66,-0.68,-0.95,1000.39,1000.17,1000.05,1000.01,999.99,999.99,999.98,999.95,999.94,1000.16,0,0,4.55,1.76,1.6,1.45,0,1.53,1.59,0.93,0.25,-0.7
 2022/11/08-11:10,3531,3533,3528,3530,12436,3527.15,3526.72,3528.78,3531.08,3534.39,0,0,0,0,0,0,0,0,0,12436,14384.5,15942.55,23804.97,0.52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,50,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.18,-0.58,-0.65,-0.94,1000.2,1000.1,1000.02,999.99,999.98,1000.11,1000.04,999.98,999.96,1000.3,2,2,4.45,0.22,1.55,1.5,0,0.75,0.93,0.35,-0.31,-1.24
 2022/11/08-11:15,3530,3535,3527,3535,13939,3528.72,3527.51,3529.08,3531.21,3534.4,0,0,0,0,0,0,0,0,0,13939,14514.1,15938.15,23462.7,0.59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,51,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.44,-0.44,-0.6,-0.9,1000.44,1000.22,1000.09,1000.04,1000,1000.24,1000.11,1000.02,999.99,1000.32,3,0,4.35,1.15,1.5,1.65,0,1.68,2.12,1.68,1.07,0.17
 2022/11/08-11:20,3534,3538,3531,3533,18527,3529.58,3528.03,3529.27,3531.27,3534.38,0,0,0,0,0,0,0,0,0,18527,14923.5,16004.35,23356.28,0.79,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,52,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.54,-0.35,-0.56,-0.88,1000.24,1000.15,1000.05,1000.02,999.99,1000.32,1000.16,1000.05,1000.01,1000.34,2,4,4.2,0.24,1.6,1.7,1,0.87,1.41,1.06,0.49,-0.39
 2022/11/08-11:25,3532,3534,3529,3530,9257,3529.66,3528.22,3529.31,3531.23,3534.3,0,0,0,0,0,0,0,0,0,9257,12661.4,15901.75,23140.51,0.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,53,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.49,-0.31,-0.54,-0.87,1000.02,1000.05,1000.01,999.99,999.98,1000.23,1000.13,1000.04,1000.01,1000.13,1,2,4.2,0.48,1.55,1.7,0,0.01,0.5,0.2,-0.35,-1.22
 2022/11/08-11:30,3530,3532,3527,3529,9127,3529.53,3528.29,3529.29,3531.15,3534.22,0,0,0,0,0,0,0,0,0,9127,11853.4,15906.15,22894.4,0.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,54,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.41,-0.28,-0.53,-0.87,999.96,1000.02,1000,999.98,999.98,1000.17,1000.11,1000.04,1000.01,999.99,2,2,4.05,0.25,1.6,1.6,0,-0.21,0.2,-0.08,-0.61,-1.48
 2022/11/08-13:35,3528,3530,3523,3525,18277,3528.62,3527.98,3529.08,3530.95,3534.06,0,0,0,0,0,0,0,0,0,18277,12459,16150.92,22178.86,0.82,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,32,55,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.2,-0.31,-0.53,-0.88,999.74,999.91,999.94,999.94,999.96,999.99,1000.03,1000,999.98,999.85,2,2,4.1,0.73,1.6,1.6,0,-1.04,-0.84,-1.16,-1.69,-2.56
 2022/11/08-13:40,3526,3527,3521,3521,14670,3527.1,3527.32,3528.69,3530.62,3533.85,0,0,0,0,0,0,0,0,0,14670,12431.6,16222.4,21892.36,0.67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,33,56,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,-0.39,-0.55,-0.91,999.57,999.81,999.89,999.91,999.94,999.82,999.95,999.96,999.95,999.66,0,1,3.95,1.27,1.65,1.5,0,-1.7,-1.79,-2.18,-2.73,-3.64
 2022/11/08-13:45,3521,3522,3515,3518,31304,3525.28,3526.43,3528.17,3530.21,3533.59,0,0,0,0,0,0,0,0,0,31304,14595.6,16701.4,21894.88,1.43,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,34,57,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-0.41,-0.49,-0.58,-0.96,999.48,999.75,999.85,999.88,999.93,999.69,999.87,999.92,999.93,999.53,3,1,4.05,0.74,1.5,1.6,2,-1.98,-2.39,-2.88,-3.46,-4.41
 2022/11/08-13:50,3518,3522,3516,3519,17674,3524.02,3525.72,3527.72,3529.84,3533.35,0,0,0,0,0,0,0,0,0,17674,15799,16868.2,21793.13,0.81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,35,58,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.59,-0.57,-0.6,-0.99,999.64,999.8,999.87,999.9,999.93,999.61,999.82,999.89,999.91,999.56,2,3,3.8,0.26,1.45,1.65,1,-1.32,-1.91,-2.47,-3.07,-4.06
 2022/11/08-13:55,3519,3523,3517,3522,9004,3523.62,3525.37,3527.44,3529.59,3533.16,0,0,0,0,0,0,0,0,0,9004,15421.5,16867.2,21580.6,0.42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,36,59,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.59,-0.59,-0.61,-1.01,999.89,999.9,999.92,999.93,999.95,999.65,999.81,999.88,999.9,999.76,2,1,3.55,0.85,1.5,1.7,0,-0.37,-0.95,-1.54,-2.15,-3.16
 2022/11/08-14:00,3522,3522,3518,3521,7418,3523.09,3524.95,3527.13,3529.3,3532.96,0,0,0,0,0,0,0,0,0,7418,14919.7,16836.45,21440.55,0.35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,37,60,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.62,-0.62,-0.62,-1.03,999.85,999.88,999.91,999.92,999.94,999.72,999.83,999.89,999.91,999.87,3,0,3.45,0.29,1.5,1.65,0,-0.5,-1.12,-1.74,-2.35,-3.38
 2022/11/08-14:05,3521,3532,3518,3529,21035,3524.28,3525.34,3527.22,3529.29,3532.89,1,0,0,1,0,0,0,0,0,21035,15629.3,16853.8,21402.07,0.98,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,6,38,61,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.33,-0.53,-0.59,-1.02,1000.34,1000.11,1000.03,1000,999.98,999.93,999.92,999.93,999.94,1000.09,3,3,3.5,2.29,1.6,1.8,0,1.37,1.04,0.51,-0.08,-1.1
