time,open,high,low,close,amount,ma0,ma1,ma2,ma3,ma4,volume,mavol1,mavol2,mavol3,VOL1.LB,VOL1.FZFL,VOL1.分布,VOL1.,VOL1.,VOL1.,VOL1.,VOL1.,LH_RQ.REDIAN,LH_RQ.GWANG,LH_RQ.FL,LH_RQ.SL,LH_RQ.NORMAL,LH_DKCD.多头长度_S,LH_DKCD.多头长度,LH_DKCD.多头长度_L,LH_DKCD.空头长度_S,LH_DKCD.空头长度,LH_DKCD.空头长度_L,LH_KL.多头,LH_KL.空头,LH_KL.靠拢,LH_KT.空进攻,LH_KT.空调整,LH_KT.空中继34,LH_KT.空中继23,LH_KT.空中继12,LH_KT.抽MA4,LH_KT.抽MA3,LH_KT.抽MA2,LH_KT.抽MA1,LH_KT.超买,LH_KT.超买L,LH_KT.反弹初,LH_KT.反弹中,LH_BSP.LABEL_BSP,LH_BSP.弱势,DF01,DF12,DF23,DF34,SLP0,SLP1,SLP2,SLP3,SLP4,MS0,MS1,MS2,MS3,MS0_HT,LH_ZDF.LS,LH_ZDF.US,LH_ZDF.MAB,LH_ZDF.ZFS,LH_ZDF.MA_US,LH_ZDF.MA_LS,LH_ZDF.LABEL_BSP,LH_ZDF.BIAS0,LH_ZDF.BIAS1,LH_ZDF.BIAS2,LH_ZDF.BIAS3,LH_ZDF.BIAS4,LH_SIGNAL.B,LH_SIGNAL.S
2022/11/09-14:30,3588,3592,3586,3590,10179,3588.35,3586.55,3583.64,3579.4,3567.71,10179,16272.6,17662.32,20348.93,0.5,0,0,0,0,0,0,0,0,0,0,0,1,7,66,64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.81,1.18,3.27,1000.13,1000.1,1000.09,1000.1,1000.11,1000.13,1000.1,1000.09,1000.1,1000.04,2,2,3.4,0.59,2.25,2.15,0,0.46,0.96,1.77,2.96,6.25,0,0
2022/11/09-14:35,3590,3595,3588,3588,18396,3588.27,3586.69,3583.85,3579.68,3568.05,18396,15888.3,17599.22,20403.8,0.9,0,0,0,0,0,0,0,0,0,0,0,1,8,67,65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.44,0.79,1.16,3.25,999.99,1000.04,1000.06,1000.08,1000.09,1000.09,1000.08,1000.08,1000.09,1000.06,0,5,3.45,0.58,2.45,1.9,0,-0.08,0.37,1.16,2.32,5.59,0,1
2022/11/09-14:40,3588,3591,3587,3587,10857,3587.99,3586.72,3584.01,3579.92,3568.36,10857,14273,16216.8,20393.07,0.53,0,0,0,0,0,0,0,0,0,0,1,0,9,68,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.76,1.14,3.23,999.94,1000.01,1000.04,1000.07,1000.09,1000,1000.04,1000.06,1000.08,999.96,0,3,3.25,0.31,2.55,1.85,0,-0.28,0.08,0.84,1.98,5.22,0,0
2022/11/09-14:45,3587,3592,3587,3592,9674,3588.88,3587.22,3584.4,3580.32,3568.75,9674,13935.3,16037.88,20382.01,0.47,0,0,0,0,0,0,0,0,0,0,1,0,10,69,67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.46,0.79,1.14,3.23,1000.23,1000.14,1000.11,1000.11,1000.11,1000.07,1000.07,1000.08,1000.09,1000.08,0,0,3.4,1.47,2.5,1.8,0,0.87,1.33,2.12,3.26,6.51,0,0
2022/11/09-14:50,3592,3597,3592,3594,20965,3590.02,3587.87,3584.86,3580.77,3569.17,20965,14193.7,15898.25,20481.35,1.02,1,0,0,0,0,0,1,0,1,0,1,0,11,70,68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6,0.84,1.14,3.24,1000.29,1000.18,1000.13,1000.13,1000.12,1000.11,1000.09,1000.09,1000.1,1000.26,0,3,3.4,0.59,2.4,1.8,1,1.11,1.71,2.55,3.7,6.96,0,0
2022/11/09-14:55,3594,3604,3591,3599,43819,3592.01,3588.93,3585.55,3581.37,3569.66,43819,16707.7,16508.07,20774.44,2.11,0,0,1,0,0,0,0,1,0,0,1,0,12,71,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.86,0.94,1.17,3.27,1000.51,1000.3,1000.19,1000.17,1000.14,1000.24,1000.16,1000.12,1000.12,1000.4,3,5,3.05,1.64,2.6,1.85,1,1.94,2.81,3.75,4.92,8.22,0,0
2022/11/09-15:00,3599,3601,3589,3590,38752,3591.57,3589.03,3585.77,3581.65,3570,38752,18591.5,17018.4,20927.87,1.85,0,0,1,0,0,0,0,1,0,0,0,1,13,72,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0.91,1.15,3.25,999.91,1000.03,1000.06,1000.08,1000.09,1000.24,1000.16,1000.12,1000.12,1000.21,1,2,3.5,2.57,2.6,1.75,0,-0.44,0.27,1.18,2.33,5.6,0,1
2022/11/10-21:05,3580,3583,3567,3573,97121,3587.44,3587.5,3585.15,3581.37,3570.05,97121,27082.3,19229.82,21650.82,4.49,0,0,0,1,0,0,0,1,0,0,0,1,0,73,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-0.02,0.66,1.06,3.16,998.98,999.57,999.83,999.92,1000.01,999.92,1000.02,1000.05,1000.07,999.45,6,3,3.7,1.89,2.45,2,2,-4.03,-4.04,-3.39,-2.34,0.83,0,0
2022/11/10-21:10,3573,3574,3565,3567,41634,3582.9,3585.55,3584.26,3580.89,3570,41634,30336.4,19892.53,21872.43,1.9,0,0,1,0,0,0,0,1,0,1,0,0,0,74,72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.74,0.36,0.94,3.04,998.85,999.46,999.75,999.87,999.99,999.56,999.84,999.96,1000.01,998.92,2,1,3.85,1.56,2.3,1.95,0,-4.44,-5.17,-4.82,-3.88,-0.84,0,0
2022/11/10-21:15,3566,3568,3557,3559,59263,3577.59,3583.02,3583.03,3580.18,3569.82,59263,35066,21143.03,22297.52,2.66,0,0,1,0,0,0,0,1,0,1,0,0,0,0,73,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.52,0,0.8,2.89,998.63,999.29,999.66,999.8,999.95,999.09,999.59,999.82,999.92,998.74,2,2,4.15,1.69,2.1,1.85,1,-5.2,-6.7,-6.71,-5.91,-3.03,0,0
2022/11/10-21:20,3559,3563,3553,3554,46487,3572.35,3580.26,3581.61,3579.32,3569.55,46487,38696.8,21952.53,22509.43,2.07,0,0,1,0,0,0,0,1,0,1,0,0,0,0,74,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.21,-0.38,0.64,2.73,998.62,999.23,999.6,999.76,999.93,998.77,999.39,999.71,999.84,998.63,1,4,4.2,1.19,2.15,1.9,1,-5.14,-7.33,-7.71,-7.07,-4.36,0,0
2022/11/10-21:25,3554,3557,3551,3552,40057,3567.82,3577.57,3580.17,3578.42,3569.26,40057,40862.9,22679.45,22712.42,1.76,0,0,0,0,0,0,0,1,0,1,0,0,0,0,75,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2.72,-0.73,0.49,2.56,998.79,999.25,999.6,999.75,999.92,998.72,999.31,999.65,999.79,998.71,1,3,3.7,0.54,2.3,1.85,2,-4.44,-7.15,-7.87,-7.38,-4.84,0,0
2022/11/10-21:30,3552,3560,3552,3559,34496,3565.86,3575.8,3579.14,3577.79,3569.09,34496,43226.8,23360.82,22750.04,1.52,0,11,0,0,0,0,0,1,0,1,0,0,0,0,76,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.78,-0.93,0.38,2.43,999.42,999.51,999.71,999.82,999.95,998.87,999.32,999.64,999.78,999.1,0,1,4,1.75,2.25,1.7,0,-1.92,-4.7,-5.63,-5.25,-2.83,0,0
2022/11/10-21:35,3560,3560,3549,3550,38028,3562.34,3573.34,3577.72,3576.88,3568.78,38028,46062.2,23752.97,22769.97,1.67,0,12,0,0,0,0,0,1,0,1,0,0,0,0,77,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.08,-1.22,0.23,2.26,999.03,999.31,999.6,999.75,999.91,998.97,999.32,999.63,999.77,999.23,1,0,4.3,2.33,2.25,1.65,0,-3.46,-6.53,-7.75,-7.51,-5.26,0,0
2022/11/10-21:40,3551,3552,3535,3535,77106,3556.26,3569.69,3575.63,3575.5,3568.22,77106,51676.3,25233,23257.38,3.32,0,13,0,1,0,0,0,1,0,1,0,0,0,0,78,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.76,-1.66,0.04,2.04,998.38,998.98,999.42,999.62,999.84,998.91,999.26,999.58,999.73,998.71,0,1,4.9,3.27,2.2,1.5,0,-5.98,-9.72,-11.36,-11.33,-9.31,0,0
2022/11/10-21:45,3534,3543,3534,3541,34342,3552.87,3566.96,3573.94,3574.37,3567.77,34342,50728.6,25877.9,23317.19,1.47,0,14,0,0,0,0,0,1,0,1,0,0,0,0,0,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.94,-1.95,-0.12,1.85,999.04,999.23,999.53,999.68,999.87,998.97,999.26,999.56,999.72,998.71,0,2,5.25,1.33,2.15,1.3,0,-3.34,-7.28,-9.22,-9.34,-7.5,0,0
2022/11/10-21:50,3540,3547,3540,3542,27691,3550.46,3564.58,3572.38,3573.31,3567.34,27691,49622.5,26400.18,23451.88,1.18,0,14,0,0,0,0,0,1,0,1,0,0,0,0,0,8,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.95,-2.18,-0.26,1.67,999.29,999.33,999.56,999.7,999.88,998.94,999.21,999.53,999.69,999.16,0,5,5.2,0.38,2.2,1.3,0,-2.38,-6.33,-8.51,-8.76,-7.1,0,0
2022/11/10-21:55,3542,3547,3536,3537,23512,3547.47,3561.95,3570.66,3572.12,3566.84,23512,42261.6,26150.88,23557.03,1,0,14,0,0,0,0,0,0,1,1,0,0,0,0,0,9,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.06,-2.44,-0.41,1.48,999.15,999.26,999.52,999.67,999.86,998.97,999.2,999.51,999.67,999.22,1,5,5.35,0.93,2.4,1.2,0,-2.95,-7.01,-9.43,-9.83,-8.37,0,0
2022/11/10-22:00,3538,3540,3535,3539,24693,3545.58,3559.77,3569.11,3571.03,3566.38,24693,40567.5,26295.82,23689.12,1.04,0,14,0,0,0,0,0,1,0,1,0,0,0,0,0,10,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.97,-2.62,-0.54,1.3,999.43,999.39,999.57,999.7,999.87,999.23,999.3,999.54,999.69,999.29,3,1,5.3,0.19,2.45,1.2,0,-1.86,-5.83,-8.44,-8.97,-7.68,0,0
2022/11/10-22:05,3538,3543,3537,3541,19460,3544.57,3557.98,3567.74,3570.05,3565.96,19460,36587.2,26583.55,23657.53,0.82,0,14,0,0,0,0,0,0,1,1,0,0,0,0,0,11,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.76,-2.73,-0.65,1.14,999.66,999.5,999.62,999.72,999.88,999.38,999.37,999.57,999.7,999.54,1,2,5.2,0.58,2.5,1.2,0,-1.01,-4.77,-7.5,-8.14,-7,0,0
2022/11/10-22:10,3542,3542,3537,3537,12260,3542.88,3555.98,3566.24,3568.97,3565.48,12260,33164.5,26409.88,23669.14,0.52,0,14,0,0,0,0,0,0,1,1,0,0,0,0,0,12,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.67,-2.88,-0.76,0.98,999.5,999.44,999.58,999.7,999.87,999.43,999.4,999.57,999.7,999.58,0,0,5.35,0.93,2.4,1.1,0,-1.66,-5.34,-8.2,-8.96,-7.99,0,0
2022/11/10-22:15,3538,3545,3536,3544,17911,3543.13,3554.84,3565.16,3568.15,3565.13,17911,30949.9,26480.68,23491.14,0.76,0,13,0,0,0,0,0,0,1,1,0,0,0,0,0,13,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.28,-2.89,-0.84,0.85,1000,999.68,999.7,999.77,999.9,999.65,999.5,999.61,999.72,999.75,2,1,5.55,1.08,2.2,1.2,0,0.24,-3.05,-5.93,-6.77,-5.93,0,0
2022/11/10-22:20,3544,3549,3541,3546,27369,3543.77,3554,3564.22,3567.42,3564.81,27369,30237.2,26804.32,23547.32,1.16,0,14,0,0,0,0,0,0,1,0,0,1,0,0,0,14,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.87,-2.87,-0.9,0.73,1000.11,999.76,999.74,999.8,999.91,999.82,999.59,999.66,999.75,1000.05,3,3,5.6,0.36,2.2,1.35,0,0.63,-2.25,-5.11,-6,-5.28,1,0
2022/11/10-22:25,3546,3546,3540,3542,11881,3543.38,3552.86,3563.14,3566.59,3564.44,11881,27622.5,26915.3,23481.39,0.51,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,15,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.66,-2.88,-0.97,0.6,999.86,999.68,999.7,999.77,999.89,999.87,999.64,999.68,999.76,999.99,2,0,5.55,0.72,2.2,1.45,0,-0.39,-3.06,-5.93,-6.89,-6.29,0,1
2022/11/10-22:30,3542,3542,3538,3542,10791,3543.07,3551.82,3562.11,3565.78,3564.07,10791,20991,26992.75,23433.44,0.46,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,16,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.45,-2.88,-1.03,0.48,999.89,999.71,999.71,999.77,999.9,999.96,999.71,999.71,999.78,999.88,4,0,5.45,0,2.05,1.65,0,-0.3,-2.77,-5.64,-6.67,-6.19,0,0
2022/11/10-22:35,3542,3544,3533,3539,29107,3542.17,3550.6,3560.98,3564.9,3563.65,29107,20467.5,27233.78,23537.32,1.24,1,13,0,0,0,0,1,1,0,0,0,1,0,0,0,17,11,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.37,-2.91,-1.1,0.35,999.74,999.66,999.68,999.75,999.88,999.9,999.7,999.71,999.77,999.82,6,2,5.35,0.56,1.9,1.8,0,-0.89,-3.27,-6.17,-7.27,-6.92,0,0
2022/11/10-22:40,3539,3548,3539,3548,17231,3543.46,3550.35,3560.35,3564.35,3563.39,17231,19421.5,27325.32,23575.55,0.73,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,18,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.93,-2.8,-1.12,0.27,1000.3,999.93,999.82,999.84,999.93,999.95,999.74,999.73,999.78,1000.02,0,0,5.35,1.68,1.8,1.75,0,1.28,-0.66,-3.47,-4.59,-4.32,0,0
2022/11/10-22:45,3547,3551,3544,3546,28597,3544.03,3549.94,3559.65,3563.75,3563.1,28597,19930,27351.25,23693.58,1.21,0,12,0,0,0,0,0,1,0,0,0,1,0,0,0,19,13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.66,-2.72,-1.15,0.18,1000.13,999.88,999.8,999.83,999.92,1000.02,999.79,999.75,999.8,1000.21,2,4,5.05,0.2,1.85,1.55,0,0.56,-1.11,-3.83,-4.98,-4.8,0,0
2022/11/10-22:50,3546,3551,3545,3546,10266,3544.46,3549.56,3558.98,3563.17,3562.82,10266,18487.3,27029.63,23513.48,0.44,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,20,14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.43,-2.64,-1.17,0.1,1000.1,999.89,999.81,999.84,999.92,1000.07,999.84,999.78,999.82,1000.12,1,5,4.75,0,2.05,1.5,0,0.43,-1,-3.65,-4.82,-4.72,0,0
2022/11/10-22:55,3546,3550,3542,3546,11231,3544.81,3549.22,3558.35,3562.6,3562.54,11231,17664.4,26438.13,23463.68,0.48,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,21,15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.24,-2.56,-1.19,0.02,1000.08,999.9,999.82,999.84,999.92,1000.15,999.9,999.82,999.84,1000.09,4,4,4.4,0,2.15,1.6,0,0.34,-0.91,-3.47,-4.66,-4.64,0,0
2022/11/10-23:00,3546,3552,3546,3549,22436,3545.74,3549.2,3557.89,3562.16,3562.32,22436,18682,26703.97,23548.81,0.95,0,9,0,0,0,0,0,0,1,0,0,1,0,0,0,22,16,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.97,-2.44,-1.2,-0.05,1000.23,999.99,999.87,999.87,999.94,1000.14,999.92,999.83,999.85,1000.16,0,3,4.3,0.7,2.1,1.55,0,0.92,-0.06,-2.5,-3.69,-3.74,0,0
2022/11/10-09:05,3540,3547,3538,3545,35729,3545.57,3548.8,3557.26,3561.59,3562.03,35729,20463.8,27041.22,23722.02,1.51,0,9,0,0,0,1,0,1,0,0,0,1,0,0,0,23,17,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.91,-2.38,-1.22,-0.12,999.96,999.89,999.82,999.84,999.92,1000.1,999.92,999.83,999.85,1000.1,2,2,4.45,1.12,2.05,1.6,0,-0.16,-1.07,-3.45,-4.66,-4.78,0,1
2022/11/10-09:10,3544,3549,3540,3549,20358,3546.34,3548.82,3556.86,3561.18,3561.82,20358,19762.7,26874.93,23811.13,0.85,0,8,0,0,0,0,0,0,1,0,0,1,0,0,0,24,18,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.7,-2.26,-1.21,-0.18,1000.2,1000.01,999.89,999.88,999.94,1000.12,999.95,999.85,999.86,1000.08,4,0,4.35,1.15,2,1.8,0,0.75,0.05,-2.21,-3.42,-3.6,0,0
2022/11/10-09:15,3548,3549,3538,3538,18126,3544.48,3547.79,3555.94,3560.42,3561.42,18126,20387.2,27001.8,23915.18,0.76,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,25,19,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.93,-2.29,-1.26,-0.28,999.54,999.71,999.74,999.79,999.89,999.98,999.9,999.83,999.85,999.87,0,1,4.35,2.3,2.05,1.75,0,-1.83,-2.76,-5.05,-6.3,-6.58,0,1
2022/11/10-09:20,3538,3540,3534,3534,28551,3542.15,3546.48,3554.87,3559.55,3560.97,28551,22163.2,27256.05,24046.62,1.19,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,26,20,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.21,-2.36,-1.32,-0.4,999.4,999.63,999.7,999.76,999.87,999.77,999.81,999.79,999.82,999.47,0,2,3.75,1.07,2.1,1.75,0,-2.3,-3.52,-5.87,-7.18,-7.57,0,0
2022/11/10-09:25,3534,3536,3531,3532,25641,3539.9,3545.1,3553.75,3558.65,3560.49,25641,21816.6,27430.1,24156.66,1.06,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,27,21,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.46,-2.43,-1.38,-0.52,999.41,999.61,999.69,999.75,999.87,999.64,999.74,999.75,999.79,999.41,1,2,3.5,0.57,2.1,1.8,1,-2.23,-3.69,-6.12,-7.49,-8,0,0
2022/11/10-09:30,3532,3543,3531,3539,23798,3539.7,3544.52,3553.03,3558.01,3560.14,23798,22473.3,27527.2,24238.82,0.98,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,28,22,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35,-2.39,-1.4,-0.6,999.92,999.84,999.8,999.82,999.9,999.57,999.7,999.73,999.78,999.67,1,4,3.75,1.87,2.05,1.85,0,-0.2,-1.56,-3.95,-5.34,-5.94,0,0
2022/11/10-09:35,3538,3540,3533,3539,12642,3539.54,3543.99,3552.35,3557.38,3559.79,12642,20877.8,27537.93,24189.78,0.52,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,29,23,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.25,-2.35,-1.41,-0.68,999.94,999.85,999.81,999.82,999.9,999.67,999.73,999.75,999.79,999.93,5,1,3.55,0.28,1.85,2.05,0,-0.15,-1.41,-3.76,-5.17,-5.84,0,0
2022/11/10-09:40,3539,3543,3536,3541,11805,3539.87,3543.71,3551.8,3556.85,3559.48,11805,21031.7,27605.72,24211.01,0.49,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,30,24,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.08,-2.27,-1.42,-0.74,1000.06,999.92,999.84,999.85,999.91,999.83,999.8,999.78,999.81,1000,3,2,3.6,0.56,1.9,2.05,0,0.32,-0.76,-3.04,-4.46,-5.19,0,0
2022/11/10-09:45,3541,3544,3540,3540,9893,3539.9,3543.35,3551.22,3556.29,3559.16,9893,20897.9,27553.88,24217.39,0.41,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,31,25,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.97,-2.21,-1.43,-0.8,999.99,999.9,999.84,999.84,999.91,999.98,999.88,999.82,999.83,1000.03,0,3,3.5,0.29,1.95,2,0,0.03,-0.95,-3.16,-4.58,-5.38,0,1
2022/11/10-09:50,3540,3544,3538,3542,9498,3540.36,3543.23,3550.77,3555.83,3558.87,9498,19604.1,27536.85,24144.23,0.39,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,32,26,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.8,-2.12,-1.42,-0.86,1000.11,999.96,999.87,999.87,999.92,1000.03,999.91,999.84,999.85,1000.05,2,2,3.35,0.6,2.05,2.1,0,0.46,-0.35,-2.47,-3.89,-4.74,0,0
2022/11/10-09:55,3542,3547,3540,3546,12586,3541.62,3543.49,3550.54,3555.5,3558.66,12586,17289.8,27391.6,24126.87,0.52,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,33,27,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.53,-1.98,-1.4,-0.89,1000.31,1000.07,999.93,999.91,999.94,1000.12,999.96,999.87,999.87,1000.21,2,1,3.25,1.23,2.05,2.1,0,1.24,0.71,-1.28,-2.67,-3.56,0,0
2022/11/10-10:00,3547,3549,3543,3545,13316,3542.37,3543.63,3550.27,3555.16,3558.43,13316,16585.6,27453.07,23976.97,0.56,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,34,28,13,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.36,-1.87,-1.38,-0.92,1000.19,1000.04,999.92,999.9,999.94,1000.15,999.99,999.89,999.88,1000.25,2,2,3.25,0.62,2,2.05,0,0.74,0.39,-1.48,-2.86,-3.78,0,0
2022/11/10-10:05,3546,3548,3543,3546,8815,3543.18,3543.86,3550.06,3554.86,3558.23,8815,15654.5,27431.6,23903.14,0.37,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,35,29,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.19,-1.74,-1.35,-0.95,1000.21,1000.06,999.94,999.92,999.94,1000.21,1000.04,999.92,999.9,1000.2,3,2,3.05,0,2.1,2.1,0,0.8,0.6,-1.14,-2.49,-3.44,0,0
2022/11/10-10:10,3545,3549,3544,3549,9801,3544.47,3544.35,3550.01,3554.67,3558.08,9801,13779.5,27152.5,23909.78,0.41,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,15,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.03,-1.59,-1.31,-0.96,1000.34,1000.14,999.99,999.95,999.96,1000.26,1000.08,999.95,999.92,1000.27,1,0,3.25,1.23,2.1,1.95,0,1.28,1.31,-0.28,-1.59,-2.55,0,0
2022/11/10-10:15,3548,3549,3545,3547,10616,3545.03,3544.6,3549.86,3554.42,3557.89,10616,12277,26322.43,23936.43,0.44,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,16,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.12,-1.48,-1.28,-0.98,1000.16,1000.07,999.96,999.93,999.95,1000.23,1000.08,999.95,999.92,1000.25,2,1,3.15,0.32,2.05,1.75,0,0.56,0.68,-0.81,-2.09,-3.06,0,0
2022/11/10-10:35,3548,3557,3546,3553,34200,3546.8,3545.4,3550.01,3554.37,3557.81,34200,13317.2,26208.63,24046.14,1.42,0,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,32,17,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.39,-1.3,-1.22,-0.97,1000.46,1000.23,1000.04,999.99,999.98,1000.29,1000.12,999.98,999.94,1000.31,2,4,2.95,1.69,2.25,1.85,0,1.75,2.14,0.84,-0.39,-1.35,0,0
2022/11/10-10:40,3554,3559,3552,3558,16293,3549.29,3546.6,3550.4,3554.49,3557.81,16293,13682.3,24187.93,24016.05,0.68,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,18,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.76,-1.07,-1.15,-0.94,1000.65,1000.34,1000.11,1000.03,1000,1000.4,1000.19,1000.02,999.97,1000.56,2,1,3.1,1.29,2.1,1.85,0,2.45,3.21,2.14,0.99,0.05,0,0
2022/11/10-10:45,3558,3560,3556,3558,21047,3551.23,3547.69,3550.77,3554.6,3557.82,21047,14606.5,23673.25,24094.49,0.87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34,19,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,-0.87,-1.08,-0.9,1000.52,1000.31,1000.1,1000.03,1000,1000.45,1000.24,1000.05,1000,1000.59,2,2,3.1,0,1.95,1.9,1,1.91,2.91,2.03,0.96,0.05,0,0
2022/11/10-10:50,3558,3559,3554,3558,13068,3552.73,3548.67,3551.13,3554.71,3557.82,13068,14924,22518.38,24050.97,0.54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.14,-0.69,-1.01,-0.87,1000.42,1000.28,1000.1,1000.03,1000,1000.51,1000.29,1000.09,1000.02,1000.47,4,1,3.1,0,1.8,1.9,0,1.48,2.63,1.94,0.92,0.05,0,0
2022/11/10-10:55,3558,3559,3553,3559,10589,3554.12,3549.65,3551.51,3554.85,3557.84,10589,15033.1,21620.93,23953.05,0.44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36,21,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.26,-0.52,-0.94,-0.84,1000.39,1000.28,1000.11,1000.04,1000.01,1000.5,1000.3,1000.11,1000.03,1000.4,5,0,3,0.33,1.65,2.15,0,1.37,2.63,2.11,1.17,0.33,0,0
2022/11/10-11:00,3559,3564,3558,3563,20583,3556.1,3550.92,3552.07,3555.12,3557.93,20583,15832.8,21134.07,24020.77,0.86,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37,22,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.46,-0.32,-0.86,-0.79,1000.54,1000.36,1000.16,1000.08,1000.02,1000.47,1000.3,1000.12,1000.04,1000.46,1,1,2.95,1.36,1.6,2.1,0,1.94,3.4,3.08,2.22,1.43,0,0
