      时间,    开盘,    最高,    最低,    收盘,         成交量,LH_MAS.MA0   ,LH_MAS.M5_1  ,LH_MAS.M5_2  ,LH_MAS.M5_3  ,LH_MAS.M15_1 , VOL1.VOLUME, VOL1.MAVOL1, VOL1.MAVOL2, VOL1.MAVOL3, VOL1.LB    , VOL1.FZFL  , VOL1.分布  , VOL1.      , VOL1.      , VOL1.      , VOL1.      , VOL1.      ,LH_RQ.REDIAN,LH_RQ.GWANG ,LH_RQ.FL    ,LH_RQ.SL    ,LH_RQ.NORMAL,LH_DKCD.多头长度_S,LH_DKCD.多头长度,LH_DKCD.多头长度_L,LH_DKCD.空头长度_S,LH_DKCD.空头长度,LH_DKCD.空头长度_L,LH_SIGNAL.B     ,LH_SIGNAL.S     ,LH_KL.多头  ,LH_KL.空头  ,LH_KL.靠拢  ,LH_KT.空进攻,LH_KT.空调整,LH_KT.空中继34,LH_KT.空中继23,LH_KT.空中继12,LH_KT.抽MA4 ,LH_KT.抽MA3 ,LH_KT.抽MA2 ,LH_KT.抽MA1 ,LH_KT.超买  ,LH_KT.超买L ,LH_KT.反弹初,LH_KT.反弹中,LH_BSP.LABEL_BSP,LH_BSP.弱势  ,LH_DF_SLP.DF01  ,LH_DF_SLP.DF12  ,LH_DF_SLP.DF23  ,LH_DF_SLP.DF34  ,LH_DF_SLP.SLP0  ,LH_DF_SLP.SLP1  ,LH_DF_SLP.SLP2  ,LH_DF_SLP.SLP3  ,LH_DF_SLP.SLP4  ,LH_DF_SLP.MS0   ,LH_DF_SLP.MS1   ,LH_DF_SLP.MS2   ,LH_DF_SLP.MS3   ,LH_DF_SLP.MS0_HT,  VOL.VOLUME,  VOL.MAVOL1,  VOL.MAVOL2
 2022/10/27-14:55,645.5,646,643,645,17864,647.11,650.39,654.06,656.63,661.63,17864,15949.7,11128.45,11043.55,1.62,0,15,0,0,0,0,0,1,0,1,0,0,0,0,0,34,75,75,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-5,-5.58,-3.92,-7.61,999.06,999.13,999.29,999.4,999.58,998.97,999.11,999.29,999.41,999.04,17864,17239.6,15949.7
 2022/10/27-15:00,644.5,645,642.5,643.5,24596,646.31,649.74,653.55,656.2,661.33,24596,16919.3,11620.85,11217.74,2.19,0,16,1,0,0,0,0,1,0,1,0,0,0,0,0,35,76,76,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-5.23,-5.8,-4.05,-7.81,998.79,998.99,999.21,999.34,999.55,998.87,999.05,999.25,999.38,998.92,24596,19244.4,16919.3
 2022/10/28-21:05,640,645,639,639,54566,644.68,648.72,652.84,655.64,660.96,54566,19798.7,12866.88,11633.05,4.69,0,17,0,1,0,0,0,1,0,1,0,0,0,0,0,36,77,77,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-6.15,-6.28,-4.27,-8.12,997.64,998.43,998.91,999.14,999.44,998.63,998.92,999.18,999.32,998.21,54566,27532.2,19798.7
 2022/10/28-21:10,639.5,640.5,638.5,639,26659,643.42,647.79,652.16,655.09,660.6,26659,21149.4,13252.97,11843.13,2.25,0,17,1,0,0,0,0,1,0,1,0,0,0,0,0,37,78,78,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-6.67,-6.67,-4.47,-8.4,998.1,998.57,998.97,999.17,999.45,998.4,998.78,999.1,999.26,997.87,26659,27569,21149.4
 2022/10/28-21:15,638.5,642,638.5,641.5,19063,642.99,647.19,651.64,654.65,660.28,19063,21997.6,13523.8,11962.72,1.59,0,17,0,0,0,0,0,1,0,1,0,0,0,0,0,38,79,79,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-6.41,-6.8,-4.59,-8.61,999.26,999.08,999.2,999.32,999.52,998.45,998.77,999.07,999.24,998.68,19063,28549.6,21997.6
 2022/10/28-21:20,641.5,642.5,640.5,642,15045,642.77,646.7,651.17,654.23,659.98,15045,22612.7,13752.33,12078.95,1.25,0,17,0,0,0,0,0,1,0,1,0,0,0,0,0,39,80,80,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-6,-6.84,-4.68,-8.78,999.56,999.24,999.28,999.37,999.54,998.64,998.83,999.09,999.25,999.41,15045,27985.8,22612.7
 2022/10/28-21:25,642,642,638.5,638.5,9982,641.82,645.92,650.55,653.72,659.62,9982,22153.7,13830.17,12149.97,0.82,0,16,0,0,0,0,0,0,1,1,0,0,0,0,0,40,81,81,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-6.26,-7.09,-4.84,-9.04,998.56,998.79,999.05,999.21,999.46,998.87,998.92,999.12,999.27,999.06,9982,25063,22153.7
 2022/10/28-21:30,639,639.5,638.5,639.5,8817,641.31,645.3,650.01,653.25,659.29,8817,21722.7,13819,12165.19,0.72,0,16,0,0,0,0,0,0,1,1,0,0,0,0,0,41,82,82,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.12,-7.21,-4.95,-9.25,999.16,999.05,999.17,999.29,999.5,999.13,999.04,999.18,999.3,998.86,8817,15913.2,21722.7
 2022/10/28-21:35,639,641,639,641,9602,641.24,644.89,649.57,652.85,658.99,9602,20035.4,13951.95,12105.16,0.79,0,16,0,0,0,0,0,0,1,1,0,0,0,0,0,42,83,83,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5.6,-7.17,-5.01,-9.41,999.79,999.36,999.32,999.39,999.54,999.27,999.11,999.21,999.31,999.48,9602,12501.8,20035.4
 2022/10/28-21:40,641.5,642,640,640.5,6826,641.07,644.48,649.13,652.44,658.68,6826,19302,13867.03,12068,0.57,0,15,0,0,0,0,0,0,1,1,0,0,0,0,0,43,84,84,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.21,-7.13,-5.08,-9.56,999.68,999.35,999.32,999.38,999.54,999.3,999.14,999.22,999.32,999.74,6826,10054.4,19302
 2022/10/28-21:45,640.5,641,639.5,640.5,5259,640.95,644.1,648.71,652.05,658.38,5259,18041.5,13293.7,12066.22,0.44,0,14,0,0,0,0,0,0,1,1,0,0,0,0,0,44,85,85,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.83,-7.07,-5.12,-9.71,999.74,999.41,999.35,999.4,999.54,999.59,999.3,999.29,999.36,999.71,5259,8097.2,18041.5
 2022/10/28-21:50,640.5,641,640,640.5,3869,640.85,643.75,648.31,651.67,658.09,3869,15968.8,13121.47,12059.9,0.32,0,13,0,0,0,0,0,0,1,1,0,0,0,0,0,45,86,86,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.46,-6.99,-5.16,-9.84,999.79,999.47,999.38,999.42,999.55,999.75,999.4,999.34,999.4,999.77,3869,6874.6,15968.8
 2022/10/28-21:55,640.5,641,638.5,638.5,7466,640.33,643.25,647.83,651.24,657.76,7466,11258.8,12995.7,12083.27,0.62,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,46,87,87,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4.5,-7.03,-5.24,-10.01,999.21,999.22,999.26,999.34,999.51,999.61,999.36,999.33,999.38,999.5,7466,6604.4,11258.8
 2022/10/28-22:00,638.5,639.5,637,637.5,17782,639.7,642.71,647.33,650.79,657.43,17782,10371.1,13244.13,12191.62,1.46,0,12,0,0,0,1,0,1,0,0,0,1,0,0,0,47,88,88,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.62,-7.1,-5.32,-10.2,999.06,999.15,999.22,999.31,999.49,999.45,999.31,999.3,999.37,999.13,17782,8240.4,10371.1
 2022/10/28-22:05,637.5,638.5,636,636.5,12826,638.99,642.12,646.8,650.32,657.08,12826,9747.4,13207.85,12272.33,1.05,0,11,0,0,0,0,0,0,1,0,0,1,0,0,0,48,89,89,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.81,-7.2,-5.42,-10.4,998.93,999.08,999.18,999.28,999.47,999.25,999.23,999.26,999.34,998.99,12826,9440.4,9747.4
 2022/10/28-22:10,636.5,637.5,634,634.5,18088,637.99,641.39,646.2,649.8,656.71,18088,10051.7,13357.78,12360.59,1.46,0,12,0,0,0,1,0,1,0,0,0,1,0,0,0,49,90,90,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5.23,-7.4,-5.55,-10.63,998.52,998.87,999.07,999.2,999.43,998.93,999.08,999.19,999.28,998.73,18088,12006.2,10051.7
 2022/10/28-22:15,634,635,633,635,20912,637.33,640.78,645.65,649.32,656.35,20912,11144.7,13476.63,12487.5,1.67,0,12,0,0,0,1,0,1,0,0,0,1,0,0,0,50,91,91,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-5.32,-7.5,-5.64,-10.83,998.97,999.05,999.15,999.25,999.45,998.87,999.04,999.16,999.26,998.74,20912,15414.8,11144.7
 2022/10/28-22:20,635,636.5,634.5,635,9804,636.81,640.23,645.13,648.85,656,9804,11243.4,13582.9,12420.58,0.79,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,51,92,92,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.27,-7.56,-5.73,-11.02,999.18,999.14,999.2,999.28,999.46,998.9,999.04,999.15,999.25,999.07,9804,15882.4,11243.4
 2022/10/28-22:25,635.5,635.5,632.5,633.5,12870,636.07,639.59,644.57,648.34,655.62,12870,11570.2,13799.1,12454.38,1.03,0,10,0,0,0,0,0,0,1,0,0,1,0,0,0,52,93,93,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5.42,-7.67,-5.83,-11.23,998.87,999,999.12,999.22,999.43,998.88,999.02,999.14,999.24,999.02,12870,14900,11570.2
 2022/10/28-22:30,633.5,639.5,633.5,639,21655,636.72,639.53,644.29,648.04,655.35,21655,13053.1,14198,12585.97,1.72,0,10,0,0,0,0,0,1,0,0,0,1,0,0,0,53,94,94,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-4.34,-7.35,-5.78,-11.28,1000.82,999.91,999.58,999.53,999.58,999.46,999.28,999.26,999.32,999.85,21655,16665.8,13053.1
 2022/10/28-22:35,638.5,642.5,638.5,642,24365,637.9,639.77,644.18,647.84,655.13,24365,14963.7,14682.9,12641.1,1.93,0,10,1,0,0,0,0,1,0,0,0,1,0,0,0,54,95,95,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-2.89,-6.81,-5.65,-11.25,1001.6,1000.37,999.83,999.69,999.66,1000.12,999.6,999.43,999.43,1001.21,24365,17921.2,14963.7
 2022/10/28-22:40,642,642,638.5,639,14558,638.14,639.7,643.93,647.55,654.86,14558,16032.6,14940.95,12623.84,1.15,0,9,0,0,0,0,0,0,1,0,0,1,0,0,0,55,96,96,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.4,-6.54,-5.59,-11.29,1000.34,999.89,999.61,999.55,999.59,1000.41,999.79,999.53,999.5,1000.97,14558,16650.4,16032.6
 2022/10/28-22:45,639,639.5,635.5,635.5,14069,637.55,639.3,643.52,647.16,654.54,14069,16692.9,15103.08,12668.88,1.11,0,8,0,0,0,0,0,1,0,1,0,0,0,0,0,56,97,97,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.69,-6.52,-5.62,-11.42,999.17,999.38,999.36,999.39,999.51,1000.48,999.89,999.59,999.54,999.75,14069,17503.4,16692.9
 2022/10/28-22:50,636,637.5,635.5,637.5,7662,637.54,639.12,643.22,646.84,654.26,7662,15680.9,14978.42,12548.44,0.61,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,57,98,98,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.45,-6.34,-5.59,-11.47,999.96,999.73,999.54,999.51,999.57,1000.27,999.84,999.58,999.54,999.57,7662,16461.8,15680.9
 2022/10/28-22:55,637.5,639,636.5,638.5,7373,637.76,639.07,642.99,646.57,654,7373,15135.6,14774.42,12337.78,0.6,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,58,99,99,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.03,-6.08,-5.52,-11.5,1000.29,999.91,999.64,999.58,999.6,999.94,999.73,999.54,999.51,1000.13,7373,13605.4,15135.6
 2022/10/28-23:00,639,640,638,640,8033,638.25,639.15,642.85,646.35,653.77,8033,14130.1,14705.4,12319.98,0.65,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,59,100,100,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.39,-5.71,-5.42,-11.48,1000.7,1000.14,999.77,999.67,999.65,1000.03,999.79,999.58,999.54,1000.49,8033,10339,14130.1
 2022/10/28-09:05,637.5,640,636.5,636.5,21990,637.86,638.9,642.54,646.03,653.48,21990,14237.9,15010.78,12414.33,1.77,1,6,0,0,0,0,1,1,0,1,0,0,0,0,0,60,101,101,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.61,-5.63,-5.4,-11.54,999.46,999.6,999.52,999.5,999.56,1000.1,999.85,999.62,999.56,1000.08,21990,11825.4,14237.9
 2022/10/28-09:10,636.5,640,635.5,636.5,16198,637.56,638.67,642.24,645.71,653.2,16198,14877.3,15212.5,12500,1.3,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,61,102,102,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.72,-5.53,-5.38,-11.6,999.57,999.64,999.54,999.52,999.57,1000,999.82,999.62,999.57,999.52,16198,12251.2,14877.3
 2022/10/28-09:15,636.5,639.5,635,639,15013,637.88,638.7,642.09,645.49,652.97,15013,15091.6,15435.78,12498.13,1.2,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,62,103,103,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.28,-5.24,-5.28,-11.58,1000.44,1000.05,999.75,999.66,999.64,1000.04,999.86,999.65,999.59,1000,15013,13721.4,15091.6
 2022/10/28-09:20,639,641.5,637.5,639.5,12307,638.24,638.78,641.96,645.3,652.75,12307,14156.8,15488.2,12555.42,0.98,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,63,104,104,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.84,-4.93,-5.17,-11.54,1000.51,1000.12,999.8,999.7,999.66,999.99,999.85,999.65,999.59,1000.47,12307,14708.2,14156.8
 2022/10/28-09:25,639.5,639.5,637.5,638,6449,638.19,638.71,641.77,645.06,652.5,6449,12365.2,15330.03,12556.65,0.51,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,64,105,105,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,-4.75,-5.1,-11.54,999.94,999.88,999.7,999.63,999.63,1000.11,999.92,999.7,999.63,1000.22,6449,14391.4,12365.2
 2022/10/28-09:30,638,639,637,638,6856,638.15,638.64,641.58,644.83,652.26,6856,11595,15128.92,12539.82,0.55,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,65,106,106,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.76,-4.57,-5.03,-11.53,999.95,999.89,999.71,999.64,999.63,1000.21,999.99,999.74,999.66,999.94,6856,11364.6,11595
 2022/10/28-09:35,638,639,636,636,6857,637.67,638.39,641.31,644.54,651.99,6857,10873.8,14656.05,12561.16,0.55,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,66,107,107,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.11,-4.54,-5.01,-11.57,999.33,999.61,999.58,999.55,999.59,999.93,999.88,999.7,999.63,999.64,6857,9496.4,10873.8
 2022/10/28-09:40,636,637.5,635,636,10346,637.3,638.16,641.05,644.26,651.73,10346,11142.2,14585.9,12610.23,0.82,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,67,108,108,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.34,-4.49,-4.98,-11.6,999.47,999.64,999.6,999.57,999.59,999.67,999.76,999.65,999.6,999.4,10346,8563,11142.2
 2022/10/28-09:45,636,637,635.5,636,6574,637.01,637.95,640.8,643.99,651.47,6574,11062.3,14485.72,12624.77,0.52,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,68,109,109,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.47,-4.43,-4.94,-11.62,999.57,999.68,999.62,999.58,999.6,999.58,999.71,999.63,999.58,999.52,6574,7416.4,11062.3
 2022/10/28-09:50,636,637.5,635.5,636,5737,636.79,637.77,640.57,643.73,651.21,5737,10832.7,14406.8,12391.12,0.46,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,69,110,110,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.53,-4.35,-4.9,-11.63,999.66,999.71,999.63,999.59,999.61,999.51,999.66,999.61,999.57,999.61,5737,7274,10832.7
 2022/10/28-09:55,635.5,636.5,635,636,6088,636.61,637.6,640.35,643.47,650.96,6088,9242.5,14194.7,12295.06,0.5,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,70,111,111,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.54,-4.27,-4.86,-11.64,999.73,999.74,999.65,999.61,999.61,999.61,999.69,999.62,999.59,999.69,6088,7120.4,9242.5
 2022/10/28-10:00,636,636,633.5,634,7419,636.03,637.26,640.04,643.16,650.68,7419,8364.6,14052,12277.5,0.6,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,71,112,112,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91,-4.32,-4.86,-11.69,999.15,999.46,999.52,999.52,999.57,999.53,999.65,999.6,999.57,999.44,7419,7232.8,8364.6
 2022/10/28-10:05,633.5,635.5,633.5,633.5,9743,635.47,636.9,639.72,642.84,650.4,9743,7837.6,13633.7,12294.23,0.79,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,72,113,113,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.23,-4.39,-4.86,-11.75,999.16,999.44,999.5,999.51,999.56,999.43,999.59,999.58,999.56,999.16,9743,7112.2,7837.6
 2022/10/28-10:10,634,635,632.5,634,8794,635.14,636.62,639.44,642.55,650.13,8794,7486.3,13499.55,12312.24,0.71,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,73,114,114,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3,-4.38,-4.85,-11.78,999.49,999.57,999.56,999.55,999.58,999.38,999.55,999.56,999.55,999.33,8794,7556.2,7486.3
 2022/10/28-10:15,634,635.5,633.5,634.5,5327,635,636.42,639.2,642.29,649.87,5327,7374.1,13186.13,12214.78,0.44,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,74,115,115,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.21,-4.33,-4.81,-11.8,999.75,999.68,999.62,999.59,999.6,999.39,999.54,999.55,999.54,999.62,5327,7474.2,7374.1
 2022/10/28-10:35,634.5,634.5,631,632,20092,634.33,636,638.85,641.95,649.57,20092,8697.7,13073.53,12243.88,1.64,0,3,0,0,0,1,0,1,0,0,0,1,0,0,0,75,116,116,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6,-4.44,-4.84,-11.87,999.01,999.34,999.45,999.47,999.55,999.35,999.51,999.53,999.53,999.38,20092,10275,8697.7
 2022/10/28-10:40,632,632,627,628,30620,632.93,635.24,638.32,641.5,649.22,30620,11074,12474.88,12436.37,2.46,0,4,1,0,0,0,0,1,0,0,0,1,0,0,0,76,117,117,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.6,-4.8,-4.95,-12.04,997.95,998.8,999.17,999.29,999.45,999.05,999.35,999.45,999.47,998.48,30620,14915.2,11074
 2022/10/28-10:45,627.5,628.5,626,627.5,18146,631.72,634.5,637.79,641.04,648.86,18146,11854,12262.05,12534.33,1.45,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,77,118,118,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-4.34,-5.13,-5.06,-12.2,998.2,998.84,999.17,999.28,999.45,998.73,999.17,999.35,999.41,998.07,18146,16595.8,11854
 2022/10/28-10:50,627,628,625,625,16076,630.23,633.6,637.17,640.51,648.46,16076,12804.2,12187.38,12471.53,1.29,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,78,119,119,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.26,-5.58,-5.22,-12.41,997.76,998.57,999.02,999.18,999.39,998.23,998.89,999.2,999.31,997.98,16076,18052.2,12804.2
 2022/10/28-10:55,625.5,627,622.5,627,32415,629.51,632.97,636.67,640.07,648.11,32415,15472,12621.63,12560.38,2.58,0,7,1,0,0,0,0,1,0,0,0,1,0,0,0,79,120,120,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-5.4,-5.79,-5.31,-12.56,998.84,999.01,999.22,999.31,999.45,998.19,998.81,999.15,999.27,998.3,32415,23469.8,15472
 2022/10/28-11:00,627,628.5,625,627,17724,628.95,632.4,636.2,639.64,647.76,17724,16635.6,12815.17,12460.88,1.42,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,80,121,121,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-5.39,-5.94,-5.38,-12.69,999.07,999.1,999.26,999.33,999.46,998.47,998.88,999.17,999.28,998.96,17724,22996.2,16635.6
 2022/10/28-11:05,627,630,626,628,14056,628.74,631.98,635.8,639.26,647.43,14056,17299.3,12946.15,12472.09,1.13,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,81,122,122,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-5.07,-5.97,-5.41,-12.79,999.57,999.34,999.37,999.4,999.5,998.81,999.01,999.22,999.31,999.32,14056,19683.4,17299.3
 2022/10/28-11:10,628,628.5,625.5,627,10419,628.35,631.51,635.37,638.86,647.1,10419,17366.9,12966.58,12461.52,0.84,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,82,123,123,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.93,-6.05,-5.46,-12.9,999.34,999.25,999.32,999.37,999.48,999.21,999.17,999.29,999.35,999.46,10419,18138,17366.9
 2022/10/28-11:15,627.5,630,626.5,628.5,13038,628.39,631.22,635.03,638.52,646.79,13038,17791.3,13121.88,12415.52,1.05,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,83,124,124,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.44,-5.97,-5.45,-12.95,999.95,999.55,999.47,999.47,999.53,999.48,999.31,999.36,999.39,999.65,13038,17530.4,17791.3
 2022/10/28-11:20,628.5,631.5,627.5,630.5,12590,628.86,631.15,634.81,638.25,646.52,12590,18517.6,13305.15,12287.79,1.02,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,84,125,125,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.6,-5.74,-5.39,-12.95,1000.6,999.89,999.65,999.59,999.58,999.87,999.51,999.46,999.46,1000.27,12590,13565.4,18517.6
 2022/10/28-11:25,631,632.5,630,630.5,12397,629.22,631.09,634.6,638,646.25,12397,17748.1,13518.35,12252.35,1.01,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,85,126,126,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-2.93,-5.51,-5.32,-12.94,1000.48,999.9,999.67,999.6,999.59,1000.09,999.65,999.53,999.51,1000.54,12397,12500,17748.1
 2022/10/28-11:30,631,631,628.5,629,8119,629.17,630.89,634.33,637.7,645.97,8119,15498,13534.67,12128.44,0.67,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,86,127,127,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.69,-5.39,-5.29,-12.96,999.9,999.68,999.57,999.54,999.56,1000.23,999.76,999.59,999.55,1000.19,8119,11312.6,15498
 2022/10/28-13:35,627,629.5,625.5,629.5,21774,629.24,630.76,634.09,637.44,645.7,21774,15860.8,13634.47,11862.67,1.84,0,8,1,0,0,0,0,1,0,1,0,0,0,0,0,87,128,128,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.37,-5.23,-5.24,-12.96,1000.08,999.79,999.63,999.58,999.58,1000.27,999.82,999.63,999.58,999.99,21774,13583.6,15860.8
 2022/10/28-13:40,629.5,630.5,628,630,13276,629.41,630.69,633.89,637.19,645.44,13276,15580.8,13645.72,11718.92,1.13,0,8,0,0,0,0,0,1,0,1,0,0,0,0,0,88,129,129,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-2,-5.04,-5.17,-12.94,1000.22,999.89,999.69,999.62,999.6,1000.17,999.82,999.64,999.58,1000.15,13276,13631.2,15580.8
 2022/10/28-13:45,630.5,631,629,629.5,7520,629.43,630.57,633.68,636.94,645.17,7520,13091.3,13381.53,11687.58,0.64,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,89,130,130,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.79,-4.88,-5.12,-12.93,1000.02,999.82,999.66,999.6,999.59,1000.06,999.8,999.64,999.58,1000.12,7520,12617.2,13091.3
 2022/10/28-13:50,629.5,630,628,628,10725,629.11,630.33,633.4,636.65,644.89,10725,12391.4,13126.85,11710.05,0.92,0,8,0,0,0,0,0,0,1,0,0,1,0,0,0,90,131,131,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.91,-4.83,-5.09,-12.95,999.54,999.61,999.56,999.54,999.56,999.97,999.78,999.63,999.58,999.78,10725,12282.8,12391.4
 2022/10/28-13:55,628.5,631,627.5,629.5,7673,629.2,630.25,633.21,636.41,644.64,7673,11753.1,13073.58,11712.29,0.66,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,91,132,132,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.65,-4.66,-5.03,-12.92,1000.11,999.87,999.7,999.63,999.61,999.97,999.8,999.65,999.6,999.82,7673,12193.6,11753.1
 2022/10/28-14:00,629.5,630,628,629.5,4138,629.27,630.18,633.03,636.19,644.39,4138,11125,12855.28,11702.73,0.35,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,92,133,133,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.43,-4.49,-4.96,-12.89,1000.09,999.89,999.71,999.64,999.61,999.94,999.8,999.66,999.6,1000.1,4138,8666.4,11125
 2022/10/28-14:05,629,632,629,629.5,10897,629.32,630.11,632.86,635.97,644.14,10897,10910.9,12586.33,11681.72,0.93,1,8,0,0,0,0,1,0,1,0,0,1,0,0,0,93,134,134,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-1.25,-4.32,-4.89,-12.85,1000.07,999.9,999.73,999.66,999.62,999.95,999.82,999.68,999.62,1000.08,10897,8190.6,10910.9
